order_id,supplier_id,supplier_reliability_score,region,product_category,transport_mode,order_date,expected_delivery_date,actual_delivery_date,delay_days,weather_risk_index,geopolitical_risk_index,port_congestion_index,inventory_level_units,demand_forecast_units,actual_demand_units,order_value_usd,disruption_flag
ORD-104986,SUP-002,0.788,Asia Pacific,Electronics,Sea,2023-11-28,2023-12-18,2023-12-18,0,0.035,0.2,0.393,394.0,499.2,491.1,3831.61,0
ORD-104987,SUP-014,0.805,Europe,Machinery,Sea,2023-11-27,2023-12-17,2023-12-26,9,0.026,0.477,0.324,778.4,408.1,437.0,3991.0,1
ORD-104988,SUP-004,0.652,Middle East/Africa,Pharma,Air,2023-12-03,2023-12-08,2023-12-08,0,0.834,0.153,0.019,406.9,593.1,368.6,24982.87,0
ORD-104989,SUP-038,0.957,Latin America,Electronics,Sea,2024-04-05,2024-04-25,2024-04-25,0,0.22,0.315,0.294,746.3,509.1,711.2,5628.03,0
ORD-104990,SUP-016,0.842,North America,Pharma,Road,2024-05-26,2024-05-31,2024-05-31,0,0.58,0.077,0.077,715.5,478.6,401.5,6305.14,0
ORD-104991,SUP-023,0.548,Asia Pacific,Textiles,Rail,2023-05-18,2023-05-24,2023-05-24,0,0.476,0.0,0.034,587.8,644.1,605.8,6409.76,0
ORD-104992,SUP-028,0.644,Middle East/Africa,Pharma,Rail,2023-10-06,2023-10-14,2023-10-15,1,0.218,0.088,0.074,508.0,219.8,204.0,1491.29,0
ORD-104993,SUP-031,0.712,Asia Pacific,Automotive Parts,Road,2024-08-21,2024-08-24,2024-08-24,0,0.355,0.262,0.028,429.8,290.3,285.9,3648.62,0
ORD-104994,SUP-014,0.805,North America,Electronics,Rail,2024-09-27,2024-10-06,2024-10-06,0,0.602,0.455,0.099,715.2,601.5,602.2,7454.27,0
ORD-104995,SUP-033,0.8,Latin America,Textiles,Rail,2024-06-13,2024-06-19,2024-06-19,0,0.435,0.237,0.098,102.3,368.3,428.9,5478.88,0
ORD-104996,SUP-034,0.576,North America,Electronics,Rail,2024-01-11,2024-01-20,2024-01-21,1,0.065,0.077,0.08,865.4,477.5,470.3,13919.34,0
ORD-104997,SUP-023,0.548,Middle East/Africa,Automotive Parts,Rail,2024-07-21,2024-07-27,2024-07-28,1,0.329,0.447,0.0,482.0,428.6,453.1,7920.72,0
ORD-104998,SUP-007,0.877,North America,Pharma,Sea,2023-11-02,2023-11-23,2023-11-23,0,0.217,0.179,0.112,378.4,285.1,270.3,11248.99,0
ORD-104999,SUP-037,0.757,Asia Pacific,Machinery,Sea,2023-04-08,2023-04-30,2023-04-30,0,0.065,0.009,0.106,476.2,427.5,424.9,9920.55,0
ORD-105000,SUP-016,0.842,Asia Pacific,FMCG,Road,2024-07-06,2024-07-10,2024-07-18,8,0.21,0.0,0.071,481.8,298.5,277.5,5214.41,1
ORD-105001,SUP-040,0.607,Asia Pacific,FMCG,Road,2023-05-13,2023-05-19,2023-05-19,0,0.397,0.218,0.045,649.5,366.2,360.5,2539.79,0
ORD-105002,SUP-038,0.957,Europe,Electronics,Road,2023-06-06,2023-06-10,2023-06-10,0,0.331,0.091,0.01,520.8,382.7,333.1,2262.13,0
ORD-105003,SUP-036,0.714,Middle East/Africa,Machinery,Road,2024-04-03,2024-04-07,2024-04-07,0,0.048,0.39,0.045,410.4,585.3,550.8,2840.67,0
ORD-105004,SUP-003,0.783,Asia Pacific,Pharma,Road,2024-08-13,2024-08-18,2024-08-18,0,0.362,0.238,0.047,276.9,447.7,443.2,8207.55,0
ORD-105005,SUP-001,0.823,Europe,Machinery,Rail,2023-10-09,2023-10-15,2023-10-16,1,0.177,0.052,0.016,439.1,390.7,376.4,2620.01,0
ORD-105006,SUP-031,0.712,Latin America,Machinery,Rail,2024-02-09,2024-02-15,2024-02-29,14,0.345,0.288,0.05,346.3,586.9,616.6,4758.56,1
ORD-105007,SUP-013,0.8,Middle East/Africa,Machinery,Air,2023-09-22,2023-09-24,2023-09-24,0,0.341,0.35,0.086,327.0,388.9,464.6,2481.7,0
ORD-105008,SUP-009,0.768,Europe,Electronics,Road,2023-03-08,2023-03-13,2023-03-13,0,0.401,0.261,0.022,654.6,418.7,365.0,8932.06,0
ORD-105009,SUP-026,0.782,Middle East/Africa,Textiles,Air,2023-04-08,2023-04-12,2023-04-12,0,0.319,0.021,0.007,313.4,400.6,335.3,2356.7,0
ORD-105010,SUP-031,0.712,North America,Automotive Parts,Rail,2023-05-11,2023-05-19,2023-05-23,4,0.672,0.368,0.054,524.9,756.2,551.4,5969.65,1
ORD-105011,SUP-002,0.788,Latin America,Pharma,Road,2023-08-30,2023-09-05,2023-09-05,0,0.449,0.095,0.049,626.5,395.2,359.0,5046.7,0
ORD-105012,SUP-035,0.443,North America,FMCG,Air,2024-02-12,2024-02-16,2024-02-17,1,0.144,0.209,0.069,777.1,473.8,408.5,4591.65,0
ORD-105013,SUP-021,0.656,North America,Pharma,Road,2023-06-14,2023-06-19,2023-06-19,0,0.432,0.199,0.095,461.0,321.6,276.1,6793.38,0
ORD-105014,SUP-019,0.75,Europe,Pharma,Sea,2024-09-19,2024-10-10,2024-10-11,1,0.443,0.297,0.288,488.7,556.2,451.6,3408.43,0
ORD-105015,SUP-030,0.76,Middle East/Africa,FMCG,Sea,2024-01-26,2024-02-18,2024-02-18,0,0.184,0.305,0.095,648.0,620.8,502.2,2384.03,0
ORD-105016,SUP-035,0.443,Middle East/Africa,Machinery,Road,2024-05-31,2024-06-04,2024-06-04,0,0.311,0.0,0.046,663.1,413.2,453.7,5811.67,0
ORD-105017,SUP-001,0.823,Middle East/Africa,Automotive Parts,Road,2024-02-08,2024-02-11,2024-02-11,0,0.421,0.305,0.027,628.8,547.9,590.2,7680.06,0
ORD-105018,SUP-006,0.63,Asia Pacific,Electronics,Rail,2024-08-14,2024-08-23,2024-08-23,0,0.177,0.0,0.093,410.9,578.6,649.7,3201.16,0
ORD-105019,SUP-022,0.872,Europe,Electronics,Road,2024-08-12,2024-08-18,2024-08-18,0,0.197,0.067,0.079,607.7,536.8,502.4,3608.01,0
ORD-105020,SUP-012,0.612,Middle East/Africa,Machinery,Air,2024-09-14,2024-09-18,2024-09-18,0,0.437,0.536,0.002,623.5,464.8,416.1,8573.5,0
ORD-105021,SUP-019,0.75,Europe,Automotive Parts,Road,2023-02-09,2023-02-13,2023-02-26,13,0.494,0.487,0.051,262.0,459.7,419.1,4058.93,1
ORD-105022,SUP-023,0.548,Middle East/Africa,Electronics,Road,2024-06-26,2024-06-29,2024-07-01,2,0.29,0.061,0.019,553.0,369.4,348.3,6543.35,1
ORD-105023,SUP-016,0.842,Middle East/Africa,Electronics,Rail,2023-04-07,2023-04-15,2023-04-15,0,0.67,0.163,0.004,380.1,491.4,556.5,6978.47,0
ORD-105024,SUP-001,0.823,Asia Pacific,Electronics,Sea,2024-05-12,2024-06-03,2024-06-03,0,0.368,0.273,0.308,454.2,429.7,517.2,3887.21,0
ORD-105025,SUP-015,0.574,Latin America,Textiles,Road,2023-03-15,2023-03-20,2023-03-20,0,0.157,0.309,0.044,715.0,268.2,263.5,6007.42,0
ORD-105026,SUP-009,0.768,North America,Textiles,Rail,2023-04-02,2023-04-10,2023-04-11,1,0.578,0.378,0.021,408.4,513.2,473.4,30194.57,0
ORD-105027,SUP-014,0.805,Middle East/Africa,FMCG,Road,2024-01-14,2024-01-18,2024-01-18,0,0.397,0.007,0.062,590.8,503.0,467.4,4054.29,0
ORD-105028,SUP-020,0.762,Middle East/Africa,Textiles,Air,2024-05-24,2024-05-29,2024-06-02,4,0.0,0.162,0.077,162.4,553.8,639.3,9892.36,1
ORD-105029,SUP-001,0.823,Latin America,Automotive Parts,Road,2024-08-02,2024-08-07,2024-08-07,0,0.166,0.261,0.018,227.6,218.9,231.4,2104.85,0
ORD-105030,SUP-025,0.704,Europe,Machinery,Sea,2024-04-18,2024-05-08,2024-05-08,0,0.016,0.138,0.446,467.2,308.2,330.0,9105.34,0
ORD-105031,SUP-001,0.823,Europe,Textiles,Sea,2024-08-10,2024-08-30,2024-08-30,0,0.419,0.298,0.0,629.1,306.0,282.1,7393.51,0
ORD-105032,SUP-039,0.777,Middle East/Africa,Textiles,Road,2024-02-14,2024-02-19,2024-02-19,0,0.501,0.0,0.01,581.4,414.8,488.5,3170.17,0
ORD-105033,SUP-027,0.793,Asia Pacific,Automotive Parts,Sea,2023-04-29,2023-05-20,2023-05-20,0,0.121,0.097,0.263,661.3,352.2,314.3,3047.32,0
ORD-105034,SUP-035,0.443,Asia Pacific,Textiles,Sea,2024-08-22,2024-09-11,2024-09-12,1,0.11,0.248,0.182,345.4,648.3,695.7,4820.99,0
ORD-105035,SUP-022,0.872,Latin America,Machinery,Road,2023-03-06,2023-03-11,2023-03-11,0,0.004,0.194,0.014,560.2,523.1,562.6,4698.69,0
ORD-105036,SUP-035,0.443,Europe,Pharma,Road,2024-01-28,2024-02-02,2024-02-10,8,0.255,0.165,0.081,895.7,364.0,415.4,4705.7,1
ORD-105037,SUP-025,0.704,Europe,Automotive Parts,Rail,2023-12-07,2023-12-13,2023-12-22,9,,0.244,0.051,265.7,464.3,511.0,7399.87,1
ORD-105038,SUP-016,0.842,Latin America,Textiles,Air,2024-08-15,2024-08-18,2024-08-19,1,0.108,0.213,0.017,466.0,437.2,499.7,9120.13,0
ORD-105039,SUP-019,0.75,Asia Pacific,Automotive Parts,Road,2024-04-14,2024-04-18,2024-04-19,1,0.244,0.289,0.069,446.6,461.4,516.9,1609.28,0
ORD-105040,SUP-018,0.727,Middle East/Africa,Automotive Parts,Air,2024-09-20,2024-09-22,2024-09-24,2,0.473,0.226,0.081,400.4,804.2,957.5,3595.32,1
ORD-105041,SUP-039,0.777,Asia Pacific,Pharma,Sea,2023-10-04,2023-10-27,2023-10-27,0,0.275,0.069,0.0,624.6,609.9,565.0,5757.88,0
ORD-105042,SUP-037,0.757,Asia Pacific,Automotive Parts,Road,2023-01-05,2023-01-08,2023-01-08,0,0.304,0.18,0.024,554.3,532.0,589.7,3321.41,0
ORD-105043,SUP-011,,Latin America,Pharma,Sea,2024-07-09,2024-08-01,2024-08-02,1,0.29,0.246,0.139,452.5,302.0,338.4,5034.8,0
ORD-105044,SUP-015,0.574,Middle East/Africa,Automotive Parts,Rail,2024-02-03,2024-02-09,2024-02-09,0,0.048,0.29,0.018,498.6,504.6,434.2,6240.04,0
ORD-105045,SUP-011,0.936,North America,Pharma,Rail,2023-01-11,2023-01-17,2023-01-17,0,0.215,0.0,0.061,339.7,693.6,692.5,5127.6,0
ORD-105046,SUP-014,0.805,Europe,Machinery,Road,2023-08-23,2023-08-26,2023-08-27,1,0.418,0.217,0.055,477.3,497.4,524.2,1211.93,0
ORD-105047,SUP-021,0.656,North America,FMCG,Road,2023-12-31,2024-01-05,2024-01-05,0,0.752,0.0,0.001,411.6,428.3,438.8,1673.11,0
ORD-105048,SUP-004,0.652,Asia Pacific,FMCG,Air,2024-04-04,2024-04-08,2024-04-19,11,0.428,0.241,0.09,420.2,349.7,345.1,4329.53,1
ORD-105049,SUP-015,0.574,Europe,FMCG,Road,2023-10-10,2023-10-13,2023-10-13,0,0.247,0.117,0.079,334.9,411.9,372.5,7316.29,0
ORD-105050,SUP-002,0.788,Europe,Pharma,Rail,2023-05-31,2023-06-08,2023-06-08,0,0.291,0.159,0.079,603.4,626.0,590.0,2333.43,0
ORD-105051,SUP-010,0.898,Europe,Electronics,Air,2024-06-03,2024-06-08,2024-06-12,4,0.206,0.079,0.023,795.7,436.2,363.2,5115.9,1
ORD-105052,SUP-024,0.818,Asia Pacific,Electronics,Road,2023-11-27,2023-11-30,2023-11-30,0,0.45,0.167,0.041,502.2,372.8,422.9,4608.46,0
ORD-105053,SUP-017,0.619,Asia Pacific,Machinery,Sea,2024-06-28,2024-07-19,2024-07-20,1,0.385,0.135,0.0,767.8,332.0,334.7,2461.95,0
ORD-105054,SUP-038,0.957,Asia Pacific,Electronics,Road,2024-01-15,2024-01-20,2024-01-24,4,0.417,0.307,0.07,663.2,530.8,410.3,6374.93,1
ORD-105055,SUP-023,0.548,Asia Pacific,Automotive Parts,Rail,2023-10-18,2023-10-27,2023-10-27,0,0.353,0.218,0.089,275.3,687.8,595.4,1416.84,0
ORD-105056,SUP-013,0.8,Latin America,Electronics,Rail,2023-09-26,2023-10-05,2023-10-20,15,0.464,0.521,0.006,160.3,455.8,499.1,5127.18,1
ORD-105057,SUP-001,0.823,Europe,Textiles,Sea,2023-02-15,2023-03-07,2023-03-09,2,0.355,0.164,0.372,432.1,387.4,382.3,4546.33,1
ORD-105058,SUP-007,0.877,Latin America,FMCG,Road,2023-10-18,2023-10-22,2023-10-22,0,0.06,0.305,0.096,341.2,379.2,383.3,4756.63,0
ORD-105059,SUP-031,0.712,Asia Pacific,Electronics,Road,2023-11-12,2023-11-16,2023-11-16,0,0.281,0.09,0.064,374.9,367.5,434.6,8595.2,0
ORD-105060,SUP-021,0.656,Asia Pacific,Electronics,Sea,2024-09-19,2024-10-10,2024-10-20,10,0.57,0.154,0.191,247.8,517.4,459.1,9942.75,1
ORD-105061,SUP-038,0.957,North America,FMCG,Road,2024-06-25,2024-06-30,2024-07-15,15,0.195,0.088,0.041,537.6,403.4,446.5,7121.09,1
ORD-105062,SUP-011,0.936,Latin America,FMCG,Rail,2023-07-20,2023-07-28,2023-07-28,0,0.259,0.085,0.076,630.1,496.0,437.1,9232.42,0
ORD-105063,SUP-009,0.768,Latin America,Textiles,Road,2023-11-12,2023-11-17,2023-11-17,0,0.277,0.048,0.027,439.1,246.6,262.3,6104.29,0
ORD-105064,SUP-037,0.757,Latin America,FMCG,Road,2024-09-18,2024-09-23,2024-10-01,8,0.487,0.115,0.09,387.0,377.1,495.3,4335.4,1
ORD-105065,SUP-005,0.967,Asia Pacific,Machinery,Rail,2024-01-10,2024-01-18,2024-01-20,2,0.243,0.36,0.094,628.0,405.2,419.4,1658.2,0
ORD-105066,SUP-032,0.702,Europe,Textiles,Road,2023-04-08,2023-04-13,2023-04-27,14,0.334,0.375,0.084,661.5,485.6,417.9,10794.22,1
ORD-105067,SUP-033,0.8,Latin America,Electronics,Road,2023-10-24,2023-10-30,2023-10-30,0,0.683,0.239,0.027,614.4,539.3,323.4,9645.46,0
ORD-105068,SUP-024,0.818,Middle East/Africa,FMCG,Sea,2024-07-27,2024-08-17,2024-08-18,1,0.0,0.291,0.107,383.6,502.9,508.6,13841.4,0
ORD-105069,SUP-011,0.936,Middle East/Africa,Textiles,Air,2024-06-28,2024-07-02,2024-07-11,9,0.427,0.087,0.071,516.0,465.7,525.1,12743.63,1
ORD-105070,SUP-021,0.656,Asia Pacific,Pharma,Road,2024-07-23,2024-07-28,2024-07-28,0,0.458,0.121,0.052,259.6,370.3,275.0,4492.69,0
ORD-105071,SUP-011,0.936,Europe,Machinery,Road,2023-05-29,2023-06-04,2023-06-05,1,0.232,0.293,0.028,799.1,110.2,89.7,2114.57,0
ORD-105072,SUP-015,0.574,Middle East/Africa,Pharma,Rail,2024-08-02,2024-08-09,2024-08-10,1,0.366,0.366,0.087,780.9,479.8,457.0,5222.67,0
ORD-105073,SUP-025,0.704,Middle East/Africa,Textiles,Rail,2024-06-23,2024-06-29,2024-06-30,1,0.22,0.442,0.051,432.2,564.6,560.4,10132.31,0
ORD-105074,SUP-039,0.777,Europe,Textiles,Sea,2024-09-22,2024-10-13,2024-10-13,0,0.186,0.0,0.538,330.5,438.1,388.4,2478.15,0
ORD-105075,SUP-028,0.644,Middle East/Africa,Machinery,Road,2023-07-29,2023-08-04,2023-08-07,3,0.448,0.213,0.066,219.2,298.2,308.8,4384.02,1
ORD-105076,SUP-032,0.702,Latin America,Electronics,Rail,2023-10-28,2023-11-03,2023-11-03,0,0.302,0.07,0.024,690.5,583.2,686.3,8309.06,0
ORD-105077,SUP-011,0.936,North America,FMCG,Rail,2023-04-10,2023-04-18,2023-04-19,1,0.407,0.258,0.077,535.8,376.1,381.5,7984.83,0
ORD-105078,SUP-009,0.768,Middle East/Africa,FMCG,Road,2023-01-22,2023-01-27,2023-01-27,0,0.558,0.0,0.014,685.8,469.5,514.7,13106.83,0
ORD-105079,SUP-005,0.967,Europe,Textiles,Sea,2023-06-10,2023-06-30,2023-06-30,0,0.327,0.337,0.456,417.7,264.3,280.0,1709.2,0
ORD-105080,SUP-013,0.8,Latin America,FMCG,Air,2024-03-04,2024-03-09,2024-03-18,9,0.312,0.0,0.009,446.8,495.5,500.6,4195.63,1
ORD-105081,SUP-039,0.777,Europe,Textiles,Road,2023-12-07,2023-12-13,2023-12-15,2,0.61,0.231,0.022,812.7,476.7,517.5,1563.02,0
ORD-105082,SUP-007,0.877,North America,Textiles,Rail,2023-09-17,2023-09-25,2023-09-30,5,0.229,0.16,0.021,755.8,519.9,620.6,3766.98,1
ORD-105083,SUP-019,0.75,Middle East/Africa,FMCG,Rail,2024-03-31,2024-04-08,2024-04-08,0,0.072,0.606,0.013,634.7,346.3,272.6,9082.44,0
ORD-105084,SUP-007,0.877,Latin America,FMCG,Sea,2023-06-11,2023-07-04,2023-07-04,0,0.661,0.246,0.258,467.0,356.5,347.0,3895.51,0
ORD-105085,SUP-003,0.783,North America,Pharma,Air,2023-09-19,2023-09-21,2023-09-28,7,0.281,0.181,0.072,651.0,286.6,292.9,3475.33,1
ORD-105086,SUP-020,0.762,Latin America,Electronics,Road,2023-12-29,2024-01-03,2024-01-06,3,0.467,0.146,0.058,473.1,344.0,312.3,3794.8,1
ORD-105087,SUP-032,0.702,Asia Pacific,Textiles,Road,2023-09-21,2023-09-26,2023-09-28,2,0.333,0.356,0.013,355.4,586.5,542.9,8940.19,1
ORD-105088,SUP-040,0.607,North America,FMCG,Road,2024-07-04,2024-07-09,2024-07-09,0,0.573,0.363,0.035,527.7,316.2,326.4,2528.43,0
ORD-105089,SUP-027,,Middle East/Africa,Electronics,Rail,2024-05-27,2024-06-05,2024-06-05,0,0.538,0.06,0.0,254.5,110.8,115.6,3112.68,0
ORD-105090,SUP-023,0.548,Europe,Pharma,Road,2024-08-14,2024-08-20,2024-08-20,0,0.0,0.112,0.004,487.6,435.3,503.5,5586.6,0
ORD-105091,SUP-019,0.75,Middle East/Africa,Pharma,Road,2024-07-20,2024-07-25,2024-07-25,0,0.538,0.395,0.086,539.2,412.4,427.3,6896.38,0
ORD-105092,SUP-018,0.727,Europe,FMCG,Sea,2023-03-04,2023-03-24,2023-03-24,0,0.265,0.219,0.373,683.1,360.6,349.6,10290.33,0
ORD-105093,SUP-024,0.818,Middle East/Africa,Electronics,Road,2023-01-27,2023-01-30,2023-01-30,0,0.243,0.161,0.02,595.7,216.6,177.9,6125.1,0
ORD-105094,SUP-001,0.823,Asia Pacific,Electronics,Road,2023-09-19,2023-09-24,2023-10-03,9,0.638,0.11,0.091,151.5,274.3,307.3,17808.29,1
ORD-105095,SUP-006,0.63,Europe,FMCG,Road,2023-07-21,2023-07-27,2023-08-12,16,0.291,0.0,0.047,383.7,516.0,677.6,2389.94,1
ORD-105096,SUP-037,0.757,Middle East/Africa,Machinery,Road,2023-12-11,2023-12-16,2023-12-17,1,0.417,0.348,0.047,462.9,505.2,518.1,11481.17,0
ORD-105097,SUP-037,0.757,North America,Textiles,Road,2023-09-24,2023-09-27,2023-10-16,19,0.271,0.0,0.028,505.3,385.8,335.1,2397.56,1
ORD-105098,SUP-018,0.727,Asia Pacific,Pharma,Sea,2023-07-15,2023-08-07,2023-08-07,0,0.177,0.256,0.326,698.3,465.7,408.2,11773.49,0
ORD-105099,SUP-040,0.607,Europe,Machinery,Sea,2023-11-06,2023-11-26,2023-11-26,0,0.152,0.097,0.258,625.1,335.3,418.2,2551.93,0
ORD-105100,SUP-027,0.793,Europe,Machinery,Sea,2024-04-19,2024-05-11,2024-05-11,0,0.225,0.366,0.492,357.5,538.4,573.4,3365.59,0
ORD-105101,SUP-031,0.712,Europe,Machinery,Road,2023-10-03,2023-10-07,2023-10-07,0,0.26,0.366,0.035,646.3,522.6,595.7,2436.57,0
ORD-105102,SUP-024,0.818,Latin America,Pharma,Road,2023-04-17,2023-04-21,2023-04-21,0,0.176,0.198,0.006,534.6,522.4,642.3,1200.31,0
ORD-105103,SUP-017,0.619,Latin America,FMCG,Road,2024-09-10,2024-09-13,2024-09-13,0,0.664,0.237,0.061,669.7,384.4,305.3,1933.33,0
ORD-105104,SUP-031,0.712,Europe,Textiles,Sea,2024-01-23,2024-02-13,2024-02-19,6,0.072,0.204,0.651,584.1,732.3,714.2,6076.08,1
ORD-105105,SUP-028,0.644,Europe,FMCG,Sea,2024-07-31,2024-08-20,2024-08-27,7,0.559,0.166,0.164,492.9,397.3,529.6,9555.72,1
ORD-105106,SUP-028,0.644,Europe,Machinery,Road,2024-01-29,2024-02-02,2024-02-07,5,0.496,0.361,0.049,475.8,257.0,276.8,5344.76,1
ORD-105107,SUP-018,0.727,Europe,FMCG,Road,2023-12-01,2023-12-07,2023-12-07,0,0.498,0.258,0.04,151.0,521.1,419.0,6146.06,0
ORD-105108,SUP-015,0.574,North America,Electronics,Sea,2024-09-19,2024-10-09,2024-10-13,4,0.273,0.075,0.358,501.9,417.3,442.7,5811.28,1
ORD-105109,SUP-011,0.936,Middle East/Africa,Textiles,Rail,2023-04-13,2023-04-20,2023-04-21,1,0.326,0.237,0.047,688.6,482.7,438.0,3330.68,0
ORD-105110,SUP-029,0.765,Europe,Automotive Parts,Rail,2023-06-26,2023-07-05,2023-07-06,1,0.015,0.24,0.048,614.1,454.3,414.5,1343.42,0
ORD-105111,SUP-001,0.823,Latin America,Electronics,Sea,2024-07-11,2024-08-01,2024-08-01,0,0.356,0.267,0.023,433.8,503.2,465.9,4730.33,0
ORD-105112,SUP-004,0.652,Middle East/Africa,Pharma,Sea,2023-02-01,2023-02-23,2023-02-23,0,0.366,0.236,0.305,422.2,431.2,313.4,14808.88,0
ORD-105113,SUP-036,0.714,Europe,Machinery,Air,2023-08-11,2023-08-14,2023-08-21,7,0.154,0.082,0.081,392.6,227.1,237.4,7450.98,1
ORD-105114,SUP-031,0.712,Latin America,Pharma,Rail,2023-11-21,2023-11-27,2023-12-21,24,0.59,0.245,0.077,696.1,382.5,442.1,2887.35,1
ORD-105115,SUP-033,0.8,Latin America,Textiles,Sea,2023-02-10,2023-03-03,2023-03-03,0,0.339,0.174,0.347,403.2,612.6,729.8,4273.55,0
ORD-105116,SUP-034,0.576,Middle East/Africa,Machinery,Rail,2023-12-24,2024-01-02,2024-01-12,10,0.243,0.394,0.022,463.3,399.6,424.0,5880.61,1
ORD-105117,SUP-001,0.823,Europe,Automotive Parts,Road,2023-04-22,2023-04-26,2023-04-30,4,0.657,0.242,0.088,554.1,441.9,552.6,11551.09,1
ORD-105118,SUP-032,0.702,Asia Pacific,Textiles,Road,2024-01-19,2024-01-23,2024-01-23,0,0.745,0.027,0.004,476.7,151.5,139.5,9642.78,0
ORD-105119,SUP-023,0.548,Asia Pacific,Automotive Parts,Road,2023-04-03,2023-04-09,2023-04-09,0,0.136,0.0,0.095,148.3,543.9,508.9,2560.75,0
ORD-105120,SUP-031,0.712,Asia Pacific,Pharma,Road,2023-04-28,2023-05-02,2023-05-02,0,0.288,0.109,0.022,326.0,651.1,747.4,8777.95,0
ORD-105121,SUP-011,0.936,Middle East/Africa,Electronics,Rail,2023-06-20,2023-06-27,2023-06-27,0,,0.132,0.003,362.7,591.1,718.5,15253.96,0
ORD-105122,SUP-026,0.782,North America,Electronics,Road,2023-06-19,2023-06-22,2023-07-02,10,0.326,0.173,0.095,479.0,546.9,482.6,8502.8,1
ORD-105123,SUP-038,0.957,Asia Pacific,Machinery,Road,2023-08-11,2023-08-16,2023-08-17,1,0.223,0.204,0.045,518.2,352.5,340.6,2831.16,0
ORD-105124,SUP-017,0.619,Middle East/Africa,FMCG,Rail,2024-07-22,2024-07-29,2024-08-06,8,0.07,0.122,0.091,519.1,285.2,320.2,4415.91,1
ORD-105125,SUP-025,0.704,Latin America,Electronics,Sea,2023-10-08,2023-10-31,2023-11-01,1,0.339,0.258,0.503,594.1,358.7,387.8,6727.99,0
ORD-105126,SUP-011,0.936,Latin America,FMCG,Road,2023-10-07,2023-10-13,2023-10-13,0,0.475,0.135,0.035,513.7,258.6,239.6,9061.1,0
ORD-105127,SUP-015,0.574,Middle East/Africa,Textiles,Rail,2023-04-18,2023-04-27,2023-04-28,1,0.084,0.236,0.021,371.4,555.6,661.1,10638.75,1
ORD-105128,SUP-004,0.652,Latin America,Pharma,Road,2023-11-10,2023-11-15,2023-11-15,0,0.362,0.14,0.014,336.3,475.5,377.5,10297.52,0
ORD-105129,SUP-038,0.957,Asia Pacific,Electronics,Sea,2024-06-23,2024-07-16,2024-07-17,1,0.25,0.0,0.127,874.2,454.3,385.0,4161.03,0
ORD-105130,SUP-040,0.607,Europe,FMCG,Rail,2023-08-27,2023-09-05,2023-09-15,10,0.162,0.11,0.072,723.4,256.2,174.0,28923.2,1
ORD-105131,SUP-039,0.777,Middle East/Africa,Electronics,Rail,2024-07-04,2024-07-10,2024-07-20,10,0.323,0.297,0.019,654.9,267.8,225.3,8847.15,1
ORD-105132,SUP-024,0.818,North America,Machinery,Rail,2023-03-28,2023-04-05,2023-04-15,10,0.0,0.228,0.064,926.5,440.8,409.3,7783.77,1
ORD-105133,SUP-013,0.8,Europe,Electronics,Road,2023-12-31,2024-01-05,2024-01-09,4,0.1,0.2,0.035,800.2,491.3,529.1,5441.37,1
ORD-105134,SUP-015,0.574,Middle East/Africa,FMCG,Rail,2023-09-02,2023-09-08,2023-09-11,3,0.512,0.193,0.086,440.9,513.2,551.2,11621.78,1
ORD-105135,SUP-036,0.714,Europe,Automotive Parts,Road,2023-10-14,2023-10-19,2023-10-22,3,0.546,0.249,0.096,380.8,455.4,448.9,6264.03,1
ORD-105136,SUP-012,0.612,Middle East/Africa,Automotive Parts,Sea,2024-03-01,2024-03-21,2024-03-21,0,0.265,0.184,0.015,512.8,372.1,444.2,2567.93,0
ORD-105137,SUP-022,0.872,Asia Pacific,Machinery,Rail,2023-02-02,2023-02-10,2023-02-10,0,0.511,0.0,0.033,574.5,594.8,727.0,4826.85,0
ORD-105138,SUP-027,0.793,Asia Pacific,Machinery,Sea,2024-07-19,2024-08-10,2024-08-13,3,0.39,0.338,0.0,542.9,384.6,344.3,4280.4,1
ORD-105139,SUP-029,0.765,North America,Automotive Parts,Rail,2024-01-27,2024-02-04,2024-02-11,7,0.482,0.401,0.098,498.0,372.9,387.4,4541.03,1
ORD-105140,SUP-011,0.936,Asia Pacific,FMCG,Rail,2023-10-24,2023-11-01,2023-11-03,2,0.631,0.31,0.058,909.5,261.8,263.7,4049.96,0
ORD-105141,SUP-004,0.652,Asia Pacific,Electronics,Sea,2023-08-28,2023-09-20,2023-09-20,0,0.033,0.181,0.089,304.9,369.8,434.3,21555.57,0
ORD-105142,SUP-007,0.877,Latin America,Electronics,Road,2023-08-26,2023-08-30,2023-08-30,0,0.331,0.113,0.067,367.9,493.1,433.4,5701.29,0
ORD-105143,SUP-025,0.704,Middle East/Africa,Textiles,Air,2023-09-10,2023-09-12,2023-09-12,0,0.288,0.226,0.05,300.9,268.2,192.6,4402.23,0
ORD-105144,SUP-028,0.644,Asia Pacific,Machinery,Road,2023-03-31,2023-04-03,2023-04-09,6,0.191,0.176,0.069,295.6,574.7,552.5,7949.11,1
ORD-105145,SUP-028,0.644,Asia Pacific,FMCG,Road,2024-08-04,2024-08-10,2024-08-24,14,0.199,0.247,0.061,645.1,456.2,390.7,13265.19,1
ORD-105146,SUP-029,0.765,North America,Electronics,Road,2023-07-03,2023-07-06,2023-07-06,0,0.125,0.124,0.026,469.4,345.9,375.0,2181.39,0
